
香港,#genre#
CCTV-6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-6,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=3
CCTV-6,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-7,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017218&livemode=1&stbId=3
CCTV-7,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=3
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-8,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003736&livemode=1&stbId=3
CCTV-8,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=3
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028286&livemode=1&stbId=3
CCTV-9,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3
CCTV-11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV-11,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=3
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV-12,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=3
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-14,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=3
CCTV-15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=3
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV-17,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=3
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=3
北京卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000021288&livemode=1&stbId=3
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
天津卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=3
天津卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003475&livemode=1&stbId=3
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=3
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
东方卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000030202&livemode=1&stbId=3
东方卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=3
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
江苏卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000004684&livemode=1&stbId=3
江苏卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=3
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
浙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=3
浙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
安徽卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=3
安徽卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028357&livemode=1&stbId=3
广东卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=3
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深圳卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000011645&livemode=1&stbId=3
深圳卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=3
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
湖北卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=3
湖北卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=3
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
湖南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=3
湖南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032695&livemode=1&stbId=3
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
重庆卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=3
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=3
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
山东卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=3
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
青海卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225794/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
辽宁卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=3
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009082&livemode=1&stbId=3
黑龙江卫视,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3

联通,#genre#
CCTV-1,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv1HD
CCTV-2,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv2HD
CCTV-3,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv3HD
CCTV-4,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv4HD
CCTV-5,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv5HD
CCTV-5+,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv5SportHD
CCTV-6,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv6HD
CCTV-7,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv7HD
CCTV-8,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv8HD
CCTV-9,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv9HD
CCTV-10,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv10HD
CCTV-11,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv11HD
CCTV-12,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv12HD
CCTV-13,http://cc.qiyuevod.com/satv/cqyx.php?id=cctvnewsHD
CCTV-14,http://cc.qiyuevod.com/satv/cqyx.php?id=cctvseHD
CCTV-15,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv15HD
CCTV-16,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv16HD
CCTV-17,http://cc.qiyuevod.com/satv/cqyx.php?id=cctv17HD
北京卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=beijingHD
天津卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=tianjinHD
东方卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=shanghaiHD
东南卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=dongnanHD
江苏卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=jiangsuHD
浙江卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=zhejiangHD
安徽卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=anhuiSD
河北卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=hebeiSD
河南卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=henanHD
广东卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=guangdongHD
广西卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=guangxiHD
深圳卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=shenzhenHD
山西卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=shanxiSD
江西卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=jiangxiHD
湖北卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=hubeiSD
湖南卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=hunanHD
四川卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=sichuanHD
重庆卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=chongqingHD
海南卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=hainanSD
宁夏卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=ningxia
青海卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=qinghaiSD
贵州卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=guizhouHD
吉林卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=jilinHD
辽宁卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=liaoningHD
新疆卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=xinjiangSD
西藏卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=xizangSD
黑龙江卫视,http://cc.qiyuevod.com/satv/cqyx.php?id=heilongjiangHD

备用1,#genre#
CCTV-1,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv1hd8m/8000000
CCTV-2,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv2hd8m/8000000
CCTV-3,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv38m/8000000
CCTV-4,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv4hd8m/8000000
CCTV-5,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv58m/8000000
CCTV-5+,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv5phd8m/8000000
CCTV-6,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv6hd8m/8000000
CCTV-7,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv7hd8m/8000000
CCTV-8,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv8hd8m/8000000
CCTV-9,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv9hd8m/8000000
CCTV-10,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv10hd8m/8000000
CCTV-11,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv11hd8m/8000000
CCTV-12,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv12hd8m/8000000
CCTV-13,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv13xwhd8m/8000000
CCTV-14,http://cc.qiyuevod.com/satv/bestv8.php?id=cctvsehd8m/8000000
CCTV-15,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv15hd8m/8000000
CCTV-16,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv16hd8m/8000000
CCTV-17,http://cc.qiyuevod.com/satv/bestv8.php?id=cctv17hd8m/8000000
北京卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=bjwshd8m/8000000
东方卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=dfwshd8m/8000000
江苏卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=jswshd8m/8000000
浙江卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=zjwshd8m/8000000
安徽卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=ahwshd8m/8000000
河南卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=hnwshd8m/8000000
河北卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=hbwshd8m/8000000
广东卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=gdwshd8m/8000000
深圳卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=szwshd8m/8000000
广西卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=gxwshd8m/8000000
四川卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=scwshd/8000000
湖南卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=hunanwshd8m/8000000
甘肃卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=gswshd8m/8000000
山东卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=sdws8m/8000000
天津卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=tjwshd8m/8000000
辽宁卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=lnwshd8m/8000000
吉林卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=jlwshd8m/8000000
江西卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=jxws8m/8000000
东南卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=dnwshd8m/8000000
重庆卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=cqws8m/8000000
云南卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=ynwshd8m/8000000
贵州卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=gzwshd8m/8000000
海南卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=hainanwshd8m/8000000
甘肃卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=gswshd8m/8000000
重庆卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=cqws8m/8000000
黑龙江卫视,http://cc.qiyuevod.com/satv/bestv8.php?id=hljwshd8m/8000000
备用2,#genre#
CCTV16-4K,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=cctv16hd4k/15000000
CCTV-4K,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=cctv4k/15000000
欢笑剧场4k,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=hxjc4k/15000000
CCTV1 8M,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=cctv1hd8m/8000000
CCTV2 8M,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=cctv2hd8m/8000000
CCTV3 8M,http://xiaozeng.hk3.345888.xyz.cdn.cloudflare.net/ww/bestv.php?id=cctv38m/8000000
